,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4901,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798.0,138.0,5.0,3.55
4902,Kochi,2015,60519,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.24
4903,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.19
4904,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.5
4905,Pune,2014,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.1
4906,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.0
4907,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582.0,126.2,5.0,5.5
4908,Pune,2007,63000,Petrol,Manual,Third & Above,14.2,1598.0,102.0,5.0,1.2
4909,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.3
4910,Chennai,2015,85000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.3
4911,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5.0,40.47
4912,Delhi,2013,65000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,16.1
4913,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25.0
4914,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.95
4915,Delhi,2016,35000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.65
4916,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.81
4917,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798.0,167.62,5.0,17.5
4918,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3
4919,Kochi,2019,31817,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.34
4920,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,8.5
4921,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5.0,2.69
4922,Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.5
4923,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.06
4924,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,49.0
4925,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,4.6
4926,Delhi,2015,63776,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.96
4927,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197.0,81.86,5.0,5.6
4928,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
4929,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.5
4930,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598.0,103.5,5.0,3.0
4931,Mumbai,2011,48000,Petrol,Manual,First,16.0,1368.0,90.0,5.0,3.0
4932,Pune,2010,90246,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.95
4933,Hyderabad,2015,80500,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.45
4934,Pune,2012,119000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,13.99
4935,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,4.5
4936,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.5
4937,Chennai,2015,99000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.5
4938,Delhi,2014,31200,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.9
4939,Chennai,2009,85000,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,3.5
4940,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,8.3
4941,Chennai,2012,45000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
4942,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,2.65
4943,Kochi,2016,30534,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,7.42
4944,Kochi,2016,46399,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.63
4945,Kolkata,2008,42000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.09
4946,Delhi,2011,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.8
4947,Mumbai,2013,58000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.75
4948,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.27
4949,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198.0,86.8,5.0,2.75
4950,Chennai,2016,14980,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.4
4951,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.9
4952,Jaipur,2000,90000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,0.7
4953,Pune,2015,118211,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.9
4954,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598.0,118.0,5.0,9.58
4955,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,24.95
4956,Kochi,2015,25648,Petrol,Manual,First,13.7,1399.0,98.82,7.0,4.29
4957,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,11.5
4958,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.65
4959,Mumbai,2015,20000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75
4960,Pune,2007,143000,Petrol,Manual,Second,14.2,1341.0,82.9,5.0,1.1
4961,Coimbatore,2014,118218,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,31.41
4962,Pune,2012,99000,Diesel,Manual,Third & Above,12.05,2179.0,120.0,8.0,6.0
4963,Pune,2016,22700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.55
4964,Jaipur,2017,28000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,10.91
4965,Kolkata,2014,62000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.25
4966,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9
4967,Delhi,2012,71082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.95
4968,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.0
4969,Delhi,2014,21701,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.38
4970,Mumbai,2011,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3.45
4971,Delhi,2016,32450,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75
4972,Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.75
4973,Kochi,2019,20483,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.3
4974,Hyderabad,2014,45800,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5
4975,Coimbatore,2015,35441,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.87
4976,Bangalore,2015,86398,Diesel,Manual,First,12.99,2494.0,100.6,7.0,15.2
4977,Chennai,2012,150000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5
4978,Hyderabad,2014,89000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.85
4979,Hyderabad,2010,68375,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.5
4980,Pune,2013,52000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.95
4981,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.0
4982,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,6.75
4983,Jaipur,2007,71000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.5
4984,Hyderabad,2012,72003,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9
4985,Hyderabad,2014,135670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.55
4986,Kochi,2017,65850,Diesel,Manual,First,25.1,1498.0,98.6,5.0,9.44
4987,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.77
4988,Ahmedabad,2014,58000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.5
4989,Kolkata,2016,4000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.0
4990,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,11.75
4991,Kochi,2016,29832,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.29
4992,Chennai,2016,71156,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.5
4994,Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,18.0
4995,Bangalore,2009,75000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,4.95
4996,Kochi,2015,39208,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.52
4997,Kolkata,2014,41000,Diesel,Manual,First,17.0,2149.0,139.07,7.0,8.0
4998,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.26
4999,Chennai,2016,18000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,7.5
5000,Mumbai,2011,45000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,3.35
5001,Mumbai,2014,48656,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,5.5
5002,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,5.25
5003,Bangalore,2012,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,16.25
5004,Delhi,2009,92000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.7
5005,Chennai,2019,9000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,32.9
5006,Coimbatore,2008,50121,Petrol,Manual,First,20.4,1197.0,83.11,5.0,3.41
5007,Hyderabad,2014,79000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.15
5008,Hyderabad,2014,46000,Diesel,Manual,Second,20.14,1498.0,88.8,5.0,5.9
5009,Pune,2012,100000,Petrol,Automatic,First,10.0,2496.0,157.7,5.0,11.5
5010,Kolkata,2015,41000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.75
5011,Chennai,2015,25000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.5
5012,Pune,2014,71899,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.25
5013,Mumbai,2016,7100,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.35
5014,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999.0,67.0,5.0,4.99
5015,Bangalore,2013,70359,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.65
5016,Chennai,2011,200000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,9.0
5017,Chennai,2017,26969,Diesel,Manual,First,22.07,1199.0,73.9,5.0,6.9
5018,Chennai,2011,56500,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9
5019,Kolkata,2014,40000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.75
5020,Kolkata,2014,41000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,8.0
5021,Kochi,2017,53105,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.41
5022,Mumbai,2013,23000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,4.95
5023,Hyderabad,2016,80999,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,14.4
5024,Chennai,2012,82000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.95
5025,Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523.0,62.1,7.0,8.14
5026,Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,8.45
5027,Pune,2015,77000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
5028,Mumbai,2012,48000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5
5029,Coimbatore,2015,28232,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,7.72
5030,Chennai,2011,110000,Diesel,Automatic,First,16.96,1968.0,138.1,5.0,8.0
5031,Chennai,2009,120000,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,3.0
5032,Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,29.0
5033,Kolkata,2014,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.11
5034,Coimbatore,2015,14925,Petrol,Manual,First,18.5,1197.0,82.9,5.0,5.37
5035,Mumbai,2013,75000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.55
5036,Chennai,2015,23000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.0
5037,Mumbai,2014,57000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.48
5038,Kochi,2013,76718,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,6.51
5039,Pune,2016,138000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.15
5040,Hyderabad,2013,140000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,9.0
5041,Mumbai,2008,110000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,2.75
5042,Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,12.5
5043,Kochi,2017,63423,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.69
5044,Kochi,2013,62132,Petrol,Manual,First,18.5,1197.0,82.85,5.0,4.57
5045,Mumbai,2013,51000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.5
5046,Hyderabad,2015,75000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.9
5047,Kolkata,2008,55410,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.65
5048,Mumbai,2015,41000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25
5049,Chennai,2012,45000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25
5050,Kochi,2018,53322,Petrol,Manual,First,15.8,1591.0,121.3,5.0,12.13
5051,Jaipur,2013,48000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25
5052,Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,29.0
5053,Kochi,2013,50266,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.53
5054,Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497.0,121.36,5.0,8.75
5055,Bangalore,2014,45000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,37.9
5056,Delhi,2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.4
5057,Chennai,2014,41681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.55
5058,Delhi,2011,69313,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.65
5059,Pune,2017,49000,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,1.6
5060,Coimbatore,2012,40471,Diesel,Automatic,Second,16.2,2993.0,235.0,5.0,25.72
5061,Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.15
5062,Jaipur,2018,1001,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.23
5063,Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,2.6
5064,Mumbai,2008,66000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,7.25
5065,Kochi,2017,33901,Diesel,Manual,First,12.8,2494.0,102.0,8.0,14.29
5066,Hyderabad,2011,57000,Diesel,Automatic,Second,14.94,2143.0,204.0,5.0,17.25
5067,Pune,2013,170000,Diesel,Manual,First,22.54,1582.0,126.2,5.0,7.5
5068,Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35
5069,Pune,2016,85000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9
5070,Kolkata,2016,146000,Petrol,Manual,Second,19.1,1197.0,82.0,5.0,3.5
5071,Kolkata,2014,56002,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.1
5072,Mumbai,2016,8554,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.2
5073,Jaipur,2014,62322,Diesel,Manual,First,23.59,1364.0,67.06,5.0,4.9
5074,Kochi,2015,37929,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.69
5075,Chennai,2016,5400,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3.98
5076,Kolkata,2013,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.95
5077,Kochi,2014,55730,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,15.21
5078,Hyderabad,2015,62000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.3
5079,Kochi,2017,14576,Petrol,Manual,First,17.0,1198.0,73.75,5.0,6.69
5080,Mumbai,2017,17000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.5
5081,Mumbai,2009,28000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.65
5082,Ahmedabad,2012,58200,Diesel,Manual,First,14.66,2199.0,194.3,7.0,7.5
5083,Kochi,2018,12278,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.63
5084,Coimbatore,2018,17665,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.78
5085,Hyderabad,2004,200000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.85
5086,Mumbai,2011,55893,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.35
5087,Kochi,2015,60586,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.11
5088,Ahmedabad,2015,13500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.51
5089,Jaipur,2017,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.1
5090,Delhi,2018,12000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.5
5091,Kolkata,2017,65000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.8
5092,Kolkata,2014,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.49
5093,Mumbai,2012,25000,Petrol,Manual,Second,17.5,1373.0,91.1,7.0,5.15
5094,Mumbai,2011,100000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,14.41
5095,Mumbai,2014,13710,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.75
5096,Jaipur,2015,100000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.0
5097,Hyderabad,2017,17000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.9
5098,Chennai,2008,89000,Diesel,Automatic,Second,16.07,1995.0,181.0,4.0,6.3
5099,Jaipur,2006,100173,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.4
5100,Pune,2009,97000,Petrol,Manual,First,13.17,1999.0,114.0,5.0,3.0
5101,Delhi,2016,40190,Petrol,Manual,First,18.06,1198.0,74.93,5.0,4.25
5102,Hyderabad,2016,29647,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.3
5103,Kochi,2018,43639,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.15
5104,Kochi,2012,37333,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.22
5105,Kochi,2018,48407,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.65
5107,Pune,2010,72400,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.3
5108,Delhi,2012,18000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,22.0
5109,Pune,2012,65167,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.28
5110,Kochi,2016,25418,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.09
5111,Coimbatore,2013,38995,Diesel,Manual,First,19.3,1248.0,73.9,5.0,6.46
5112,Chennai,2012,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.0
5113,Delhi,2011,72000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,11.0
5114,Coimbatore,2016,31075,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,49.79
5115,Kolkata,2015,4311,Diesel,Manual,First,25.83,1498.0,99.0,5.0,4.8
5116,Bangalore,2017,21000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0
5117,Bangalore,2011,54000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,21.99
5118,Mumbai,2007,50000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.1
5119,Delhi,2018,13000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.6
5120,Pune,2013,74000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,4.5
5121,Pune,2009,75000,Petrol,Manual,Second,14.7,1150.0,76.0,5.0,1.0
5122,Chennai,2017,25000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.9
5123,Hyderabad,2012,139000,Diesel,Automatic,First,12.35,2179.0,115.0,5.0,16.75
5124,Mumbai,2015,52000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,25.49
5125,Chennai,2015,20000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,35.5
5126,Kochi,2018,32663,Diesel,Manual,First,24.0,1186.0,73.97,5.0,6.28
5127,Delhi,2012,76777,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.88
5128,Hyderabad,2016,100303,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.7
5129,Kochi,2015,43993,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.45
5130,Kochi,2016,72118,Diesel,Manual,First,15.4,2179.0,120.0,8.0,10.23
5131,Bangalore,2010,83000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5
5132,Mumbai,2016,7523,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.15
5133,Mumbai,2014,34670,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.9
5134,Ahmedabad,2016,30000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
5135,Chennai,2017,17000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,31.0
5136,Delhi,2015,59261,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.25
5137,Kochi,2016,65210,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.48
5138,Bangalore,2016,19000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.25
5139,Hyderabad,2012,50000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.0
5140,Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,29.5
5141,Mumbai,2007,75000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1.49
5142,Pune,2013,54534,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.65
5143,Ahmedabad,2018,13000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,10.9
5144,Bangalore,2015,48808,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.3
5145,Pune,2012,63001,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,6.11
5146,Hyderabad,2015,64771,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.5
5147,Mumbai,2016,34634,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.9
5148,Bangalore,2012,69242,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.69
5149,Kochi,2011,33292,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.19
5150,Pune,2012,55000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,3.75
5151,Pune,2019,1000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.6
5152,Chennai,2011,80000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.85
5153,Coimbatore,2019,16573,Petrol,Manual,First,17.8,1198.0,86.7,5.0,9.31
5154,Pune,2008,152633,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.0
5155,Bangalore,2015,53000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5
5156,Hyderabad,2017,50129,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.3
5157,Hyderabad,2013,63716,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,23.0
5158,Mumbai,2018,11000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.35
5159,Chennai,2012,115000,Diesel,Automatic,Third & Above,15.06,1995.0,177.0,5.0,10.0
5160,Delhi,2013,63265,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95
5161,Pune,2016,20000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.75
5162,Pune,2010,79000,Petrol,Manual,Third & Above,16.47,1198.0,73.9,5.0,2.44
5163,Mumbai,2015,41000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.85
5164,Kochi,2015,26323,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.4
5165,Pune,2016,76000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.8
5166,Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799.0,130.0,5.0,3.8
5167,Kolkata,2008,69000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.7
5168,Jaipur,2016,65000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.21
5169,Hyderabad,2016,29512,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.9
5170,Kolkata,2017,51000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,4.2
5171,Mumbai,2014,58003,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.75
5172,Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998.0,66.1,5.0,3.45
5173,Bangalore,2014,29063,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75
5174,Coimbatore,2018,46811,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.59
5175,Coimbatore,2014,31897,Petrol,Manual,First,18.06,1198.0,74.96,5.0,4.69
5176,Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.5
5177,Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5
5178,Kolkata,2009,31423,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.99
5179,Chennai,2014,75180,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25
5180,Mumbai,2013,75000,Diesel,Manual,Second,19.64,1461.0,108.45,5.0,5.4
5181,Mumbai,2014,15000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.9
5182,Mumbai,2015,12000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,5.8
5183,Pune,2014,32000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,30.5
5184,Hyderabad,2017,44504,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.6
5185,Ahmedabad,2012,66000,Diesel,Automatic,First,10.0,2987.0,165.0,5.0,23.0
5186,Jaipur,2015,39437,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.15
5187,Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.48
5188,Bangalore,2016,17800,Petrol,Automatic,Second,21.9,624.0,37.48,4.0,2.38
5189,Hyderabad,2009,71346,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.8
5190,Delhi,2015,45000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.5
5191,Hyderabad,2010,85155,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.55
5192,Mumbai,2015,48823,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.35
5193,Delhi,2015,37000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,36.0
5194,Hyderabad,2005,92000,Diesel,Manual,Second,16.1,1405.0,70.0,5.0,1.1
5195,Mumbai,2014,36000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,3.7
5196,Delhi,2016,24569,Diesel,Manual,First,16.0,1997.0,140.0,7.0,13.5
5197,Mumbai,2008,95000,Petrol,Automatic,Third & Above,11.7,2354.0,177.6,5.0,2.85
